[2026-07-13T16:55:10.874Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/index.html → 200 (6ms, 12809B)
[2026-07-13T16:57:31.720Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/logo.png → 200 (3ms, 256784B)
[2026-07-13T16:57:31.720Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-01.jpg → 200 (4ms, 1686003B)
[2026-07-13T16:57:31.720Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-06.jpeg → 200 (5ms, 422315B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/about-01.jpg → 200 (4ms, 174930B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-02.jpg → 200 (4ms, 64720B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-05.jpeg → 200 (4ms, 429059B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-03.jpeg → 200 (5ms, 255706B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-01.jpg → 200 (5ms, 753794B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-02.jpg → 200 (5ms, 766917B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-03.jpeg → 200 (7ms, 223046B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-04.jpg → 200 (8ms, 682937B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-05.jpg → 200 (8ms, 520790B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-06.jpg → 200 (9ms, 661281B)
[2026-07-13T16:57:31.721Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-07.jpg → 200 (9ms, 142390B)
[2026-07-13T16:57:31.722Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-08.jpg → 200 (8ms, 486502B)
[2026-07-13T16:57:31.722Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-irene.jpg → 200 (8ms, 190833B)
[2026-07-13T16:57:31.722Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-eva.jpg → 200 (8ms, 789305B)
[2026-07-13T16:57:31.722Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-hailey.jpeg → 200 (8ms, 175446B)
[2026-07-13T16:57:31.722Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/review.jpeg → 200 (8ms, 266865B)
[2026-07-13T16:57:31.722Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/script.js?v=20260617-04 → 200 (24ms, 1268B)
[2026-07-13T17:19:03.870Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/index.html → 200 (30ms, 12505B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/styles.css?v=20260617-05 → 200 (1ms, 16386B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/logo.png → 200 (10ms, 256784B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-01.jpg → 200 (11ms, 1686003B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-06.jpeg → 200 (12ms, 422315B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/about-01.jpg → 200 (12ms, 174930B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-02.jpg → 200 (12ms, 64720B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-05.jpeg → 200 (12ms, 429059B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-03.jpeg → 200 (13ms, 255706B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-01.jpg → 200 (13ms, 753794B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-02.jpg → 200 (13ms, 766917B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-03.jpeg → 200 (17ms, 223046B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-04.jpg → 200 (18ms, 682937B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-05.jpg → 200 (18ms, 520790B)
[2026-07-13T17:19:03.984Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-06.jpg → 200 (18ms, 661281B)
[2026-07-13T17:19:03.985Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-07.jpg → 200 (19ms, 142390B)
[2026-07-13T17:19:03.985Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-08.jpg → 200 (19ms, 486502B)
[2026-07-13T17:19:03.985Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-irene.jpg → 200 (19ms, 190833B)
[2026-07-13T17:19:03.985Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-eva.jpg → 200 (19ms, 789305B)
[2026-07-13T17:19:03.985Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-hailey.jpeg → 200 (19ms, 175446B)
[2026-07-13T17:19:03.985Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/review.jpeg → 200 (20ms, 266865B)
[2026-07-13T17:19:03.985Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/script.js?v=20260617-04 → 200 (77ms, 1268B)
[2026-07-13T17:27:07.465Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/index.html → 200 (27ms, 12505B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/styles.css?v=20260617-05 → 200 (1ms, 16410B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/logo.png → 200 (7ms, 256784B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-01.jpg → 200 (8ms, 1686003B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-06.jpeg → 200 (9ms, 422315B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/about-01.jpg → 200 (9ms, 174930B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-02.jpg → 200 (9ms, 64720B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-05.jpeg → 200 (9ms, 429059B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-03.jpeg → 200 (9ms, 255706B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-01.jpg → 200 (9ms, 753794B)
[2026-07-13T17:27:07.550Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-02.jpg → 200 (10ms, 766917B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-03.jpeg → 200 (13ms, 223046B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-04.jpg → 200 (14ms, 682937B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-05.jpg → 200 (15ms, 520790B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-06.jpg → 200 (16ms, 661281B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-07.jpg → 200 (16ms, 142390B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-08.jpg → 200 (16ms, 486502B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-irene.jpg → 200 (16ms, 190833B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-eva.jpg → 200 (16ms, 789305B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-hailey.jpeg → 200 (16ms, 175446B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/review.jpeg → 200 (16ms, 266865B)
[2026-07-13T17:27:07.551Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/script.js?v=20260617-04 → 200 (63ms, 1268B)
[2026-07-13T17:47:52.744Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/index.html → 200 (42ms, 12505B)
[2026-07-13T17:47:52.877Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/styles.css?v=20260617-05 → 200 (3ms, 16498B)
[2026-07-13T17:47:52.877Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/logo.png → 200 (12ms, 256784B)
[2026-07-13T17:47:52.878Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-01.jpg → 200 (11ms, 1686003B)
[2026-07-13T17:47:52.878Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-06.jpeg → 200 (11ms, 422315B)
[2026-07-13T17:47:52.878Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/about-01.jpg → 200 (12ms, 174930B)
[2026-07-13T17:47:52.878Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-02.jpg → 200 (12ms, 64720B)
[2026-07-13T17:47:52.879Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-05.jpeg → 200 (11ms, 429059B)
[2026-07-13T17:47:52.879Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/studio-03.jpeg → 200 (11ms, 255706B)
[2026-07-13T17:47:52.879Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-01.jpg → 200 (11ms, 753794B)
[2026-07-13T17:47:52.879Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-02.jpg → 200 (11ms, 766917B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-03.jpeg → 200 (10ms, 223046B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-04.jpg → 200 (11ms, 682937B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-05.jpg → 200 (11ms, 520790B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-06.jpg → 200 (11ms, 661281B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-07.jpg → 200 (11ms, 142390B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/equipment-08.jpg → 200 (12ms, 486502B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-irene.jpg → 200 (12ms, 190833B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-eva.jpg → 200 (13ms, 789305B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/teacher-hailey.jpeg → 200 (13ms, 175446B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/images/review.jpeg → 200 (13ms, 266865B)
[2026-07-13T17:47:52.880Z] GET file:///Users/erikpark/00_personal/03_freelance/ILPilates/script.js?v=20260617-04 → 200 (42ms, 1268B)
